Apple iPhone XS Max (A2104) 256GB 金色 移动联通电信4G手机 双卡双待,7199.00
华为 HUAWEI nova 5z 麒麟810芯片 4800万AI四摄 3200万人像超级夜景 6GB+128GB 幻夜黑 全网通双卡双待,1599.00
Redmi K30 王一博同款 5G双模 120Hz流速屏 骁龙765G 30W快充 6GB+128GB 深海微光 游戏智能手机 小米 红米,2299.00
荣耀V30 PRO 李现同款 DXO122分 5G双模 麒麟990 5GSOC芯片 双超级快充 游戏手机8GB+128GB冰岛幻境 双卡双待,3599.00
京品手机【超级爆款】华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机,3688.00
华为 HUAWEI Mate 30 5G 麒麟990 4000万超感光徕卡影像双超级快充8GB+128GB亮黑色5G全网通游戏手机,4499.00
vivo iQOO Neo 855版 8GB+128GB 冰岛极光 骁龙855处理器 33W超快闪充 4500mAh大电池游戏手机 全网通4G手机,2198.00
小米10 双模5G  骁龙865  1亿像素8K电影相机  对称式立体声 8GB+256GB 钛银黑 拍照智能新品游戏手机,4299.00
华为 HUAWEI Mate 30 Pro 5G 麒麟990 OLED环幕屏双4000万徕卡电影四摄8GB+256GB亮黑色5G全网通游戏手机,6399.00
荣耀V30 李现同款 5G 双模 麒麟990 突破性相机矩阵 游戏手机 6GB+128GB 冰岛幻境 移动联通电信5G 双卡双待,2999.00
华为 HUAWEI nova 6 SE 麒麟810芯片4800万AI四摄40W超级快充8GB+128GB 樱雪晴空 全网通双卡双待,2199.00
Apple iPhone 11 Pro Max (A2220) 256GB 暗夜绿色  移动联通电信4G手机 双卡双待,10899.00
京品手机Apple iPhone XR (A2108) 128GB 黑色 移动联通电信4G手机 双卡双待,4899.00
vivo Z5 6GB+128GB 竹林幻夜 4800万超广角AI三摄手机 22.5W快充 4500mAh大电池 全网通4G手机,1598.00
华为 HUAWEI Mate 30 5G 麒麟990 4000万超感光徕卡影像双超级快充8GB+256GB亮黑色5G全网通游戏手机,4999.00
京品手机realme 真我X 4800万双摄 升降摄像头 高通骁龙710 屏下指纹 全网通6GB+64GB 朋克蓝 游戏智能手机,1199.00
Redmi Note8 4800万全场景四摄 4000mAh长续航 高通骁龙665 18W快充 小金刚品质保证 4GB+64GB 曜石黑 游戏智能手机 小米 红米,999.00
OPPO K5 8GB+128GB 赛博金属 6400万超清四摄 VOOC闪充4.0 高通骁龙730G 4G游戏智能手机,1899.00
华为 HUAWEI Mate 30 Pro 5G 麒麟990 OLED环幕屏双4000万徕卡电影四摄8GB+128GB丹霞橙5G全网通游戏手机,5899.00
三星 Galaxy A90 5G（SM-A9080）全息黑 疾速5G 骁龙855 8GB+128GB 全息3D格纹设计 双卡双待手机,3099.00
vivo X30 5G手机6400万超清三摄 旗舰双模新品手机全网通 秘银 8G 128G,3298.00
荣耀Play3 6.39英寸魅眼全视屏 4000mAh大电池 真4800万AI三摄 麒麟710F自研芯片 畅玩全网通6GB+64GB 幻夜黑,999.00
OPPO A11 5000mAh大电池 AI四摄 视频防抖 4GB+128GB 湖光绿 全网通4G 全面屏拍照游戏智能手机,1299.00
华为 HUAWEI 畅享MAX 6GB+128GB 幻夜黑 全网通 珍珠屏杜比全景声大电池 移动联通电信4G手机 双卡双待,1249.00
华为 HUAWEI nova 5 Pro 前置3200万人像超级夜景4800万AI四摄麒麟980芯片8GB+128GB绮境森林全网通双4G手机,2499.00
京品手机一加 OnePlus 7 Pro 2K+90Hz 流体屏 骁龙855旗舰 4800万超广角三摄 8GB+256GB 星雾蓝 全面屏拍照游戏手机,3899.00
新款大内存八核小辣椒P60安卓智能手机学生价游戏指纹一体人脸1600W双摄微信八开 星耀蓝 4G+64G,699.00
iQOO 3 12GB+128GB 驭影黑 高通骁龙865 55W超快闪充 专业电竞体验游戏手机 双模5G全网通手机 vivo,3998.00
Apple iPhone 11 Pro (A2217) 256GB 暗夜绿色 移动联通电信4G手机 双卡双待,9999.00
华为 HUAWEI 畅享10 Plus 超高清全视屏前置悬浮式镜头4800万超广角AI三摄 4GB+128GB幻夜黑全网通双4G手机,1249.00
华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB天空之境全网通版双4G手机,4488.00
京品手机Apple iPhone 7 Plus (A1661) 128G 黑色 移动联通电信4G手机,3599.00
华为 Mate30 手机（5G/4G版 可选 华为直供 原装正品 现货速发 ）白条分12期免息 亮黑色(8G+128G)4G版,3999.00
京品手机荣耀20 李现同款 4800万超广角AI四摄 3200W美颜自拍 麒麟Kirin980全网通版8GB+128GB 冰岛白 全面屏手机,2099.00
华为 HUAWEI 畅享8e青春 2GB+32GB全面屏 黑色 全网通版 移动联通电信4G手机 双卡双待,499.00
荣耀V20 游戏手机 麒麟980芯片 魅眼全视屏 4800万深感相机 8GB+128GB 幻夜黑 移动联通电信4G全面屏手机,2399.00
荣耀Note10 全网通6G+128G幻影蓝 移动联通电信4G全面屏手机 双卡双待 游戏手机,1599.00
魅族 16 X 全面屏游戏手机 6GB+64GB 砚墨黑 全网通移动联通电信4G手机 双卡双待,999.00
新款【6GB+64GB】八核水滴全面屏智能手机人脸指纹一体机,598.00
